config,layer_type,activation,pooling,num_layers,hidden_dim,dropout,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,test_f1_mean,test_f1_std
f_relu_mean_L2_H64_D0.5_lr0.01,f,relu,mean,2,64,0.5,0.3711111111111111,0.04012326685615066,0.39999999999999997,0.06061414087549269,0.27409132735219693,0.08815420066600418
f_relu_mean_L3_H64_D0.5_lr0.01,f,relu,mean,3,64,0.5,0.33555555555555555,0.003142696805273565,0.3333333333333333,0.0,0.16694584031267448,0.0003948111564414105
